Prefix;Country;;Rate;Increment;Min Time;Connection fee
97458;Qatar;MOB;1,8488;30;0;0,0661
97459;Qatar;MOB;1,8488;30;0;0,0661
97465;Qatar;MOB;1,8488;30;0;0,0661
262;Reunion;FIX;1,8488;30;0;0,0661
262692;Reunion;MOB;1,8488;30;0;0,0661
262693;Reunion;MOB;1,8488;30;0;0,0661
26292;Reunion;MOB;1,8488;30;0;0,0661
40;Romania;FIX;0,6639;30;0;0,0661
4021;Romania;FIX;0,6639;30;0;0,0661
407;Romania;MOB;1,0085;30;0;0,0661
4072;Romania;MOB;1,0085;30;0;0,0661
4074;Romania;MOB;1,0085;30;0;0,0661
4075;Romania;MOB;1,0085;30;0;0,0661
4076;Romania;MOB;1,0085;30;0;0,0661
4078;Romania;MOB;1,0085;30;0;0,0661
409;Romania;NGN;0,6639;30;0;0,0661
7;Russian Federation;FIX;0,2101;30;0;0,0661
70;Russian Federation;FIX;0,2101;30;0;0,0661
7095;Russian Federation;FIX;0,2101;30;0;0,0661
709510;Russian Federation;MOB;0,2101;30;0;0,0661
709513;Russian Federation;MOB;0,2101;30;0;0,0661
709523;Russian Federation;MOB;0,2101;30;0;0,0661
709541;Russian Federation;MOB;0,2101;30;0;0,0661
709550;Russian Federation;MOB;0,2101;30;0;0,0661
709551;Russian Federation;MOB;0,2101;30;0;0,0661
70957;Russian Federation;MOB;0,2101;30;0;0,0661
70959;Russian Federation;MOB;0,2101;30;0;0,0661
71;Russian Federation;FIX;0,2101;30;0;0,0661
72;Russian Federation;FIX;0,2101;30;0;0,0661
734;Russian Federation;FIX;0,2101;30;0;0,0661
73412;Russian Federation;FIX;0,2101;30;0;0,0661
73422;Russian Federation;FIX;0,2101;30;0;0,0661
73430;Russian Federation;FIX;0,2101;30;0;0,0661
73433;Russian Federation;FIX;0,2101;30;0;0,0661
73472;Russian Federation;FIX;0,2101;30;0;0,0661
73512;Russian Federation;FIX;0,2101;30;0;0,0661
73812;Russian Federation;FIX;0,2101;30;0;0,0661
73912;Russian Federation;FIX;0,2101;30;0;0,0661
74;Russian Federation;FIX;0,2101;30;0;0,0661
74232;Russian Federation;FIX;0,2101;30;0;0,0661
74732;Russian Federation;FIX;0,2101;30;0;0,0661
74932;Russian Federation;FIX;0,2101;30;0;0,0661
7495;Russian Federation;FIX;0,2101;30;0;0,0661
7496;Russian Federation;FIX;0,2101;30;0;0,0661
7499;Russian Federation;FIX;0,2101;30;0;0,0661
75;Russian Federation;FIX;0,2101;30;0;0,0661
76;Russian Federation;FIX;0,2101;30;0;0,0661
77;Russian Federation;FIX;0,2101;30;0;0,0661
78;Russian Federation;FIX;0,2101;30;0;0,0661
7812;Russian Federation;FIX;0,2101;30;0;0,0661
78129;Russian Federation;MOB;0,2101;30;0;0,0661
78172;Russian Federation;FIX;0,2101;30;0;0,0661
78182;Russian Federation;FIX;0,2101;30;0;0,0661
78432;Russian Federation;FIX;0,2101;30;0;0,0661
78435;Russian Federation;FIX;0,2101;30;0;0,0661
78442;Russian Federation;FIX;0,2101;30;0;0,0661
78452;Russian Federation;FIX;0,2101;30;0;0,0661
78462;Russian Federation;FIX;0,2101;30;0;0,0661
78632;Russian Federation;FIX;0,2101;30;0;0,0661
7871;Russian Federation;FIX;0,2101;30;0;0,0661
79;Russian Federation;MOB;0,2101;30;0;0,0661
250;Rwanda;FIX;1,8488;30;0;0,0661
25008;Rwanda;MOB;1,8488;30;0;0,0661
290;Saint Helena;FIX;1,8488;30;0;0,0661
869;Saint Kitts And Nevis;FIX;4,2017;30;0;0,0661
869556;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869557;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869558;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869662;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869663;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869664;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869665;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869667;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869668;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869762;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869763;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
869764;Saint Kitts And Nevis;MOB;4,2017;30;0;0,0661
758;Saint Lucia;FIX;1,8488;30;0;0,0661
758284;Saint Lucia;MOB;1,8488;30;0;0,0661
758285;Saint Lucia;MOB;1,8488;30;0;0,0661
758286;Saint Lucia;MOB;1,8488;30;0;0,0661
758287;Saint Lucia;MOB;1,8488;30;0;0,0661
758384;Saint Lucia;MOB;1,8488;30;0;0,0661
758460;Saint Lucia;MOB;1,8488;30;0;0,0661
758461;Saint Lucia;MOB;1,8488;30;0;0,0661
758481;Saint Lucia;MOB;1,8488;30;0;0,0661
758482;Saint Lucia;MOB;1,8488;30;0;0,0661
758484;Saint Lucia;MOB;1,8488;30;0;0,0661
758485;Saint Lucia;MOB;1,8488;30;0;0,0661
758486;Saint Lucia;MOB;1,8488;30;0;0,0661
758487;Saint Lucia;MOB;1,8488;30;0;0,0661
758488;Saint Lucia;MOB;1,8488;30;0;0,0661
758489;Saint Lucia;MOB;1,8488;30;0;0,0661
758518;Saint Lucia;MOB;1,8488;30;0;0,0661
758519;Saint Lucia;MOB;1,8488;30;0;0,0661
758520;Saint Lucia;MOB;1,8488;30;0;0,0661
758584;Saint Lucia;MOB;1,8488;30;0;0,0661
758712;Saint Lucia;MOB;1,8488;30;0;0,0661
758713;Saint Lucia;MOB;1,8488;30;0;0,0661
758714;Saint Lucia;MOB;1,8488;30;0;0,0661
758715;Saint Lucia;MOB;1,8488;30;0;0,0661
758716;Saint Lucia;MOB;1,8488;30;0;0,0661
758717;Saint Lucia;MOB;1,8488;30;0;0,0661
758718;Saint Lucia;MOB;1,8488;30;0;0,0661
758719;Saint Lucia;MOB;1,8488;30;0;0,0661
758720;Saint Lucia;MOB;1,8488;30;0;0,0661
758721;Saint Lucia;MOB;1,8488;30;0;0,0661
508;Saint Pierre And Miquelon;FIX;1,8488;30;0;0,0661
50855;Saint Pierre And Miquelon;MOB;1,8488;30;0;0,0661
784;Saint Vincent And The Grenadines;FIX;1,8488;30;0;0,0661
784386;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784430;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784431;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784432;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784438;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784454;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784455;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784485;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784490;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784492;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784493;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784494;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784495;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784526;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784527;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784528;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784529;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784530;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784531;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784532;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784533;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784593;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
784784;Saint Vincent And The Grenadines;MOB;1,8488;30;0;0,0661
685;Samoa;FIX;4,2017;30;0;0,0661
6857;Samoa;MOB;4,2017;30;0;0,0661
378;San Marino;FIX;0,916;30;0;0,0661
3786;San Marino;MOB;0,916;30;0;0,0661
239;Sao Tome And Principe;FIX;2,5211;30;0;0,0661
23990;Sao Tome And Principe;MOB;2,5211;30;0;0,0661
966;Saudi Arabia;FIX;0,916;30;0;0,0661
96612;Saudi Arabia;FIX;0,916;30;0;0,0661
966135;Saudi Arabia;MOB;0,916;30;0;0,0661
96614;Saudi Arabia;FIX;0,916;30;0;0,0661
9662;Saudi Arabia;FIX;0,916;30;0;0,0661
96620;Saudi Arabia;FIX;0,916;30;0;0,0661
96621;Saudi Arabia;FIX;0,916;30;0;0,0661
96622;Saudi Arabia;FIX;0,916;30;0;0,0661
96623;Saudi Arabia;FIX;0,916;30;0;0,0661
96624;Saudi Arabia;FIX;0,916;30;0;0,0661
96625;Saudi Arabia;FIX;0,916;30;0;0,0661
96626;Saudi Arabia;FIX;0,916;30;0;0,0661
96627;Saudi Arabia;FIX;0,916;30;0;0,0661
96628;Saudi Arabia;FIX;0,916;30;0;0,0661
96629;Saudi Arabia;FIX;0,916;30;0;0,0661
96636;Saudi Arabia;FIX;0,916;30;0;0,0661
96638;Saudi Arabia;FIX;0,916;30;0;0,0661
9665;Saudi Arabia;MOB;0,916;30;0;0,0661
9668;Saudi Arabia;MOB;0,916;30;0;0,0661
221;Senegal;FIX;1,8488;30;0;0,0661
2214;Senegal;MOB;1,8488;30;0;0,0661
22141;Senegal;MOB;1,8488;30;0;0,0661
22142;Senegal;MOB;1,8488;30;0;0,0661
22143;Senegal;MOB;1,8488;30;0;0,0661
22144;Senegal;MOB;1,8488;30;0;0,0661
22145;Senegal;MOB;1,8488;30;0;0,0661
22147;Senegal;MOB;1,8488;30;0;0,0661
22148;Senegal;MOB;1,8488;30;0;0,0661
22149;Senegal;MOB;1,8488;30;0;0,0661
2215;Senegal;MOB;1,8488;30;0;0,0661
22150;Senegal;MOB;1,8488;30;0;0,0661
22151;Senegal;MOB;1,8488;30;0;0,0661
22152;Senegal;MOB;1,8488;30;0;0,0661
22153;Senegal;MOB;1,8488;30;0;0,0661
22154;Senegal;MOB;1,8488;30;0;0,0661
22155;Senegal;MOB;1,8488;30;0;0,0661
22156;Senegal;MOB;1,8488;30;0;0,0661
22157;Senegal;MOB;1,8488;30;0;0,0661
22158;Senegal;MOB;1,8488;30;0;0,0661
22159;Senegal;MOB;1,8488;30;0;0,0661
2216;Senegal;MOB;1,8488;30;0;0,0661
22160;Senegal;MOB;1,8488;30;0;0,0661
22161;Senegal;MOB;1,8488;30;0;0,0661
22163;Senegal;MOB;1,8488;30;0;0,0661
22164;Senegal;MOB;1,8488;30;0;0,0661
22165;Senegal;MOB;1,8488;30;0;0,0661
22166;Senegal;MOB;1,8488;30;0;0,0661
22167;Senegal;MOB;1,8488;30;0;0,0661
22168;Senegal;MOB;1,8488;30;0;0,0661
22169;Senegal;MOB;1,8488;30;0;0,0661
2218;Senegal;FIX;1,8488;30;0;0,0661
381;Serbia and Montenegro;FIX;0,6639;30;0;0,0661
38111;Serbia and Montenegro;FIX;0,6639;30;0;0,0661
38128;Serbia and Montenegro;FIX;0,6639;30;0;0,0661
38139;Serbia and Montenegro;FIX;0,6639;30;0;0,0661
3816;Serbia and Montenegro;MOB;0,6639;30;0;0,0661
38161;Serbia and Montenegro;MOB;0,6639;30;0;0,0661
38162;Serbia and Montenegro;MOB;0,6639;30;0;0,0661
38163;Serbia and Montenegro;MOB;0,6639;30;0;0,0661
38164;Serbia and Montenegro;MOB;0,6639;30;0;0,0661
38165;Serbia and Montenegro;MOB;0,6639;30;0;0,0661
38166;Serbia and Montenegro;MOB;0,6639;30;0;0,0661
38167;Serbia and Montenegro;MOB;0,6639;30;0;0,0661
38168;Serbia and Montenegro;MOB;0,6639;30;0;0,0661
38169;Serbia and Montenegro;MOB;0,6639;30;0;0,0661
3818;Serbia and Montenegro;FIX;0,6639;30;0;0,0661
248;Seychelles;FIX;1,8488;30;0;0,0661
2485;Seychelles;MOB;1,8488;30;0;0,0661
2487;Seychelles;MOB;1,8488;30;0;0,0661
232;Sierra Leone;FIX;1,8488;30;0;0,0661
23222;Sierra Leone;FIX;1,8488;30;0;0,0661
23223;Sierra Leone;MOB;1,8488;30;0;0,0661
23230;Sierra Leone;MOB;1,8488;30;0;0,0661
23233;Sierra Leone;MOB;1,8488;30;0;0,0661
23235;Sierra Leone;MOB;1,8488;30;0;0,0661
23240;Sierra Leone;MOB;1,8488;30;0;0,0661
23250;Sierra Leone;MOB;1,8488;30;0;0,0661
23276;Sierra Leone;MOB;1,8488;30;0;0,0661
23277;Sierra Leone;MOB;1,8488;30;0;0,0661
65;Singapore;FIX;0,2101;30;0;0,0661
658;Singapore;MOB;0,2101;30;0;0,0661
659;Singapore;MOB;0,2101;30;0;0,0661
421;Slovakia;FIX;0,3278;30;0;0,0661
4212;Slovakia;FIX;0,3278;30;0;0,0661
4219;Slovakia;MOB;0,916;30;0;0,0661
42190;Slovakia;MOB;0,916;30;0;0,0661
421901;Slovakia;MOB;0,916;30;0;0,0661
421902;Slovakia;MOB;0,916;30;0;0,0661
421903;Slovakia;MOB;0,916;30;0;0,0661
421904;Slovakia;MOB;0,916;30;0;0,0661
421905;Slovakia;MOB;0,916;30;0;0,0661
421906;Slovakia;MOB;0,916;30;0;0,0661
421907;Slovakia;MOB;0,916;30;0;0,0661
421908;Slovakia;MOB;0,916;30;0;0,0661
42191;Slovakia;MOB;0,916;30;0;0,0661
421910;Slovakia;MOB;0,916;30;0;0,0661
421911;Slovakia;MOB;0,916;30;0;0,0661
421912;Slovakia;MOB;0,916;30;0;0,0661
421914;Slovakia;MOB;0,916;30;0;0,0661
421915;Slovakia;MOB;0,916;30;0;0,0661
421916;Slovakia;MOB;0,916;30;0;0,0661
421918;Slovakia;MOB;0,916;30;0;0,0661
421919;Slovakia;MOB;0,916;30;0;0,0661
42194;Slovakia;MOB;0,916;30;0;0,0661
386;Slovenia;FIX;0,4202;30;0;0,0661
3861188;Slovenia;MOB;1,0085;30;0;0,0661
3861320;Slovenia;MOB;1,0085;30;0;0,0661
3861600;Slovenia;FIX;0,4202;30;0;0,0661
3861620;Slovenia;MOB;1,0085;30;0;0,0661
38620;Slovenia;MOB;1,0085;30;0;0,0661
38621;Slovenia;MOB;1,0085;30;0;0,0661
3862600;Slovenia;MOB;1,0085;30;0;0,0661
3862620;Slovenia;MOB;1,0085;30;0;0,0661
38630;Slovenia;MOB;1,0085;30;0;0,0661
38631;Slovenia;MOB;1,0085;30;0;0,0661
3863600;Slovenia;MOB;1,0085;30;0;0,0661
3863620;Slovenia;MOB;1,0085;30;0;0,0661
38640;Slovenia;MOB;1,0085;30;0;0,0661
38641;Slovenia;MOB;1,0085;30;0;0,0661
3864600;Slovenia;MOB;1,0085;30;0;0,0661
3864620;Slovenia;MOB;1,0085;30;0;0,0661
38649;Slovenia;MOB;1,0085;30;0;0,0661
38650;Slovenia;MOB;1,0085;30;0;0,0661
38651;Slovenia;MOB;1,0085;30;0;0,0661
3865600;Slovenia;MOB;1,0085;30;0;0,0661
3865620;Slovenia;MOB;1,0085;30;0;0,0661
386596;Slovenia;MOB;1,0085;30;0;0,0661
386597;Slovenia;MOB;1,0085;30;0;0,0661
386599;Slovenia;FIX;0,4202;30;0;0,0661
38660;Slovenia;MOB;1,0085;30;0;0,0661
38661;Slovenia;MOB;1,0085;30;0;0,0661
38670;Slovenia;MOB;1,0085;30;0;0,0661
38671;Slovenia;MOB;1,0085;30;0;0,0661
3867600;Slovenia;MOB;1,0085;30;0;0,0661
38676020;Slovenia;MOB;1,0085;30;0;0,0661
386880;Slovenia;MOB;1,0085;30;0;0,0661
386889;Slovenia;MOB;1,0085;30;0;0,0661
677;Solomon Islands;FIX;4,2017;30;0;0,0661
6771;Solomon Islands;MOB;4,2017;30;0;0,0661
6778;Solomon Islands;MOB;4,2017;30;0;0,0661
252;Somalia;FIX;4,2017;30;0;0,0661
2521;Somalia;FIX;4,2017;30;0;0,0661
25214;Somalia;FIX;4,2017;30;0;0,0661
25224;Somalia;MOB;4,2017;30;0;0,0661
25257;Somalia;MOB;4,2017;30;0;0,0661
27;South Africa;FIX;0,8404;30;0;0,0661
2711;South Africa;FIX;0,8404;30;0;0,0661
2712;South Africa;FIX;0,8404;30;0;0,0661
2721;South Africa;FIX;0,8404;30;0;0,0661
2731;South Africa;FIX;0,8404;30;0;0,0661
277;South Africa;MOB;0,8404;30;0;0,0661
2772;South Africa;MOB;0,8404;30;0;0,0661
2773;South Africa;MOB;0,8404;30;0;0,0661
2774;South Africa;MOB;0,8404;30;0;0,0661
2776;South Africa;MOB;0,8404;30;0;0,0661
2778;South Africa;MOB;0,8404;30;0;0,0661
2779;South Africa;MOB;0,8404;30;0;0,0661
278;South Africa;MOB;0,8404;30;0;0,0661
2781;South Africa;MOB;0,8404;30;0;0,0661
2782;South Africa;MOB;0,8404;30;0;0,0661
2783;South Africa;MOB;0,8404;30;0;0,0661
2784;South Africa;MOB;0,8404;30;0;0,0661
2785;South Africa;MOB;0,8404;30;0;0,0661
2786;South Africa;MOB;0,8404;30;0;0,0661
2789;South Africa;MOB;0,8404;30;0;0,0661
34;Spain;FIX;0,1345;30;0;0,0661
346;Spain;MOB;0,7227;30;0;0,0661
34600;Spain;MOB;0,7227;30;0;0,0661
34605;Spain;MOB;0,7227;30;0;0,0661
34606;Spain;MOB;0,7227;30;0;0,0661
34607;Spain;MOB;0,7227;30;0;0,0661
34608;Spain;MOB;0,7227;30;0;0,0661
34609;Spain;MOB;0,7227;30;0;0,0661
34610;Spain;MOB;0,7227;30;0;0,0661
34615;Spain;MOB;0,7227;30;0;0,0661
34616;Spain;MOB;0,7227;30;0;0,0661
34617;Spain;MOB;0,7227;30;0;0,0661
34618;Spain;MOB;0,7227;30;0;0,0661
34619;Spain;MOB;0,7227;30;0;0,0661
34620;Spain;MOB;0,7227;30;0;0,0661
34622;Spain;MOB;0,7227;30;0;0,0661
34625;Spain;MOB;0,7227;30;0;0,0661
34626;Spain;MOB;0,7227;30;0;0,0661
34627;Spain;MOB;0,7227;30;0;0,0661
34628;Spain;MOB;0,7227;30;0;0,0661
34629;Spain;MOB;0,7227;30;0;0,0661
34630;Spain;MOB;0,7227;30;0;0,0661
34635;Spain;MOB;0,7227;30;0;0,0661
34636;Spain;MOB;0,7227;30;0;0,0661
34637;Spain;MOB;0,7227;30;0;0,0661
34638;Spain;MOB;0,7227;30;0;0,0661
34639;Spain;MOB;0,7227;30;0;0,0661
34645;Spain;MOB;0,7227;30;0;0,0661
34646;Spain;MOB;0,7227;30;0;0,0661
34647;Spain;MOB;0,7227;30;0;0,0661
34648;Spain;MOB;0,7227;30;0;0,0661
34649;Spain;MOB;0,7227;30;0;0,0661
34650;Spain;MOB;0,7227;30;0;0,0661
34651;Spain;MOB;0,7227;30;0;0,0661
34652;Spain;MOB;0,7227;30;0;0,0661
34653;Spain;MOB;0,7227;30;0;0,0661
34654;Spain;MOB;0,7227;30;0;0,0661
34655;Spain;MOB;0,7227;30;0;0,0661
34656;Spain;MOB;0,7227;30;0;0,0661
34657;Spain;MOB;0,7227;30;0;0,0661
34658;Spain;MOB;0,7227;30;0;0,0661
34659;Spain;MOB;0,7227;30;0;0,0661
34660;Spain;MOB;0,7227;30;0;0,0661
34661;Spain;MOB;0,7227;30;0;0,0661
34662;Spain;MOB;0,7227;30;0;0,0661
34663;Spain;MOB;0,7227;30;0;0,0661
34664;Spain;MOB;0,7227;30;0;0,0661
34665;Spain;MOB;0,7227;30;0;0,0661
34666;Spain;MOB;0,7227;30;0;0,0661
34667;Spain;MOB;0,7227;30;0;0,0661
34669;Spain;MOB;0,7227;30;0;0,0661
34670;Spain;MOB;0,7227;30;0;0,0661
34675;Spain;MOB;0,7227;30;0;0,0661
34676;Spain;MOB;0,7227;30;0;0,0661
34677;Spain;MOB;0,7227;30;0;0,0661
34678;Spain;MOB;0,7227;30;0;0,0661
34679;Spain;MOB;0,7227;30;0;0,0661
34680;Spain;MOB;0,7227;30;0;0,0661
34685;Spain;MOB;0,7227;30;0;0,0661
34686;Spain;MOB;0,7227;30;0;0,0661
34687;Spain;MOB;0,7227;30;0;0,0661
34689;Spain;MOB;0,7227;30;0;0,0661
34690;Spain;MOB;0,7227;30;0;0,0661
34691;Spain;MOB;0,7227;30;0;0,0661
34692;Spain;MOB;0,7227;30;0;0,0661
34695;Spain;MOB;0,7227;30;0;0,0661
34696;Spain;MOB;0,7227;30;0;0,0661
34697;Spain;MOB;0,7227;30;0;0,0661
34699;Spain;MOB;0,7227;30;0;0,0661
3470;Spain;NGN;0,1345;30;0;0,0661
3480;Spain;NGN;0,1345;30;0;0,0661
3490;Spain;NGN;0,1345;30;0;0,0661
3491;Spain;FIX;0,1345;30;0;0,0661
34922;Spain;FIX;0,1345;30;0;0,0661
34928;Spain;FIX;0,1345;30;0;0,0661
3493;Spain;FIX;0,1345;30;0;0,0661
94;Sri Lanka;FIX;0,916;30;0;0,0661
941;Sri Lanka;FIX;0,916;30;0;0,0661
94112;Sri Lanka;FIX;0,916;30;0;0,0661
94114;Sri Lanka;FIX;0,916;30;0;0,0661
94115;Sri Lanka;FIX;0,916;30;0;0,0661
947;Sri Lanka;MOB;0,916;30;0;0,0661
9471;Sri Lanka;MOB;0,916;30;0;0,0661
9472;Sri Lanka;MOB;0,916;30;0;0,0661
9477;Sri Lanka;MOB;0,916;30;0;0,0661
9478;Sri Lanka;MOB;0,916;30;0;0,0661
249;Sudan;FIX;1,8488;30;0;0,0661
24912;Sudan;MOB;1,8488;30;0;0,0661
249183;Sudan;FIX;1,8488;30;0;0,0661
249185;Sudan;FIX;1,8488;30;0;0,0661
249187;Sudan;FIX;1,8488;30;0;0,0661
2499;Sudan;MOB;1,8488;30;0;0,0661
24994;Sudan;MOB;1,8488;30;0;0,0661
597;Suriname;FIX;1,8488;30;0;0,0661
5971;Suriname;MOB;1,8488;30;0;0,0661
5974;Suriname;MOB;1,8488;30;0;0,0661
5976;Suriname;MOB;1,8488;30;0;0,0661
5977;Suriname;MOB;1,8488;30;0;0,0661
5978;Suriname;MOB;1,8488;30;0;0,0661
59785;Suriname;MOB;1,8488;30;0;0,0661
59786;Suriname;MOB;1,8488;30;0;0,0661
59787;Suriname;MOB;1,8488;30;0;0,0661
59788;Suriname;MOB;1,8488;30;0;0,0661
59789;Suriname;MOB;1,8488;30;0;0,0661
597970;Suriname;MOB;1,8488;30;0;0,0661
597976;Suriname;MOB;1,8488;30;0;0,0661
268;Swaziland;FIX;1,2606;30;0;0,0661
2686;Swaziland;MOB;1,2606;30;0;0,0661
26860;Swaziland;MOB;1,2606;30;0;0,0661
26861;Swaziland;MOB;1,2606;30;0;0,0661
26862;Swaziland;MOB;1,2606;30;0;0,0661
26863;Swaziland;MOB;1,2606;30;0;0,0661
46;Sweden;FIX;0,1345;30;0;0,0661
4610;Sweden;MOB;0,7227;30;0;0,0661
46102;Sweden;MOB;0,7227;30;0;0,0661
46103;Sweden;MOB;0,7227;30;0;0,0661
46106;Sweden;MOB;0,7227;30;0;0,0661
46124;Sweden;MOB;0,7227;30;0;0,0661
46126;Sweden;MOB;0,7227;30;0;0,0661
46127;Sweden;MOB;0,7227;30;0;0,0661
46129;Sweden;MOB;0,7227;30;0;0,0661
4620;Sweden;MOB;0,7227;30;0;0,0661
46252;Sweden;MOB;0,7227;30;0;0,0661
46308;Sweden;MOB;0,7227;30;0;0,0661
46376;Sweden;MOB;0,7227;30;0;0,0661
46450;Sweden;MOB;0,7227;30;0;0,0661
46458;Sweden;MOB;0,7227;30;0;0,0661
4651;Sweden;MOB;0,7227;30;0;0,0661
46518;Sweden;MOB;0,7227;30;0;0,0661
46519;Sweden;MOB;0,7227;30;0;0,0661
46592;Sweden;MOB;0,7227;30;0;0,0661
46593;Sweden;MOB;0,7227;30;0;0,0661
46595;Sweden;MOB;0,7227;30;0;0,0661
46596;Sweden;MOB;0,7227;30;0;0,0661
46665;Sweden;MOB;0,7227;30;0;0,0661
46673;Sweden;MOB;0,7227;30;0;0,0661
46674;Sweden;MOB;0,7227;30;0;0,0661
46675;Sweden;MOB;0,7227;30;0;0,0661
46676;Sweden;MOB;0,7227;30;0;0,0661
467;Sweden;MOB;0,7227;30;0;0,0661
4670;Sweden;MOB;0,7227;30;0;0,0661
46701;Sweden;MOB;0,7227;30;0;0,0661
467010;Sweden;MOB;0,7227;30;0;0,0661
467011;Sweden;MOB;0,7227;30;0;0,0661
467012;Sweden;MOB;0,7227;30;0;0,0661
467013;Sweden;MOB;0,7227;30;0;0,0661
467014;Sweden;MOB;0,7227;30;0;0,0661
467015;Sweden;MOB;0,7227;30;0;0,0661
467016;Sweden;MOB;0,7227;30;0;0,0661
467017;Sweden;MOB;0,7227;30;0;0,0661
467018;Sweden;MOB;0,7227;30;0;0,0661
467019;Sweden;MOB;0,7227;30;0;0,0661
4670190;Sweden;MOB;0,7227;30;0;0,0661
4670191;Sweden;MOB;0,7227;30;0;0,0661
4670192;Sweden;MOB;0,7227;30;0;0,0661
4670193;Sweden;MOB;0,7227;30;0;0,0661
4670194;Sweden;MOB;0,7227;30;0;0,0661
4670195;Sweden;MOB;0,7227;30;0;0,0661
4670196;Sweden;MOB;0,7227;30;0;0,0661
4670197;Sweden;MOB;0,7227;30;0;0,0661
4670198;Sweden;MOB;0,7227;30;0;0,0661
4670199;Sweden;MOB;0,7227;30;0;0,0661
46702;Sweden;MOB;0,7227;30;0;0,0661
46703;Sweden;MOB;0,7227;30;0;0,0661
46704;Sweden;MOB;0,7227;30;0;0,0661
46705;Sweden;MOB;0,7227;30;0;0,0661
46706;Sweden;MOB;0,7227;30;0;0,0661
46707;Sweden;MOB;0,7227;30;0;0,0661
46708;Sweden;MOB;0,7227;30;0;0,0661
46709;Sweden;MOB;0,7227;30;0;0,0661
46719000;Sweden;MOB;0,7227;30;0;0,0661
467190001;Sweden;MOB;0,7227;30;0;0,0661
4673;Sweden;MOB;0,7227;30;0;0,0661
46730;Sweden;MOB;0,7227;30;0;0,0661
467310;Sweden;MOB;0,7227;30;0;0,0661
467311;Sweden;MOB;0,7227;30;0;0,0661
467315;Sweden;MOB;0,7227;30;0;0,0661
467316;Sweden;MOB;0,7227;30;0;0,0661
467317;Sweden;MOB;0,7227;30;0;0,0661
4673170;Sweden;MOB;0,7227;30;0;0,0661
4673171;Sweden;MOB;0,7227;30;0;0,0661
4673172;Sweden;MOB;0,7227;30;0;0,0661
4673173;Sweden;MOB;0,7227;30;0;0,0661
4673174;Sweden;MOB;0,7227;30;0;0,0661
4673175;Sweden;MOB;0,7227;30;0;0,0661
4673176;Sweden;MOB;0,7227;30;0;0,0661
4673177;Sweden;MOB;0,7227;30;0;0,0661
4673178;Sweden;MOB;0,7227;30;0;0,0661
4673179;Sweden;MOB;0,7227;30;0;0,0661
467318;Sweden;MOB;0,7227;30;0;0,0661
467319;Sweden;MOB;0,7227;30;0;0,0661
467320;Sweden;MOB;0,7227;30;0;0,0661
467321;Sweden;MOB;0,7227;30;0;0,0661
467322;Sweden;MOB;0,7227;30;0;0,0661
467323;Sweden;MOB;0,7227;30;0;0,0661
467324;Sweden;MOB;0,7227;30;0;0,0661
467325;Sweden;MOB;0,7227;30;0;0,0661
467326;Sweden;MOB;0,7227;30;0;0,0661
467327;Sweden;MOB;0,7227;30;0;0,0661
467328;Sweden;MOB;0,7227;30;0;0,0661
467329;Sweden;MOB;0,7227;30;0;0,0661
46733;Sweden;MOB;0,7227;30;0;0,0661
46734;Sweden;MOB;0,7227;30;0;0,0661
467340;Sweden;MOB;0,7227;30;0;0,0661
467341;Sweden;MOB;0,7227;30;0;0,0661
467342;Sweden;MOB;0,7227;30;0;0,0661
